"","parole","anniparole","personeparole","personeparoleita","votoparole","votoparoleita"
"2561","vita","2008","61684","23","5.9","2.57720188339858"
"2562","mare","2008","61684","23","5.9","2.57720188339858"
"2563","danza","2008","61684","23","5.9","2.57720188339858"
"2564","ricco","2008","61684","23","5.9","2.57720188339858"
"2565","vita","2008","173796","116","5.5","2.57721775473495"
"2566","uomini","2008","240280","21","6.9","2.57720717384404"
"2567","spazio","2001","110942","6","6.1","2.57717014072585"
"2568","vita","2001","110942","6","6.1","2.57717014072585"
"2569","squadra","2008","246384","149","6.7","2.57720717384404"
"2570","omicidio","2008","246384","149","6.7","2.57720717384404"
"2571","arma","2008","96025","98","2.7","2.57716485028039"
"2572","eroe","2008","96025","98","2.7","2.57716485028039"
"2573","mare","2008","366609","139","7.6","2.5772230451804"
"2574","amore","2005","102126","17","7.1","2.57720188339858"
"2575","guerra","2005","102126","17","7.1","2.57720188339858"
"2576","spazio","2005","102126","17","7.1","2.57720188339858"
"2577","morte","2005","102126","17","7.1","2.57720188339858"
"2578","omicidio","2005","102126","17","7.1","2.57720188339858"
"2579","futuro","2005","102126","17","7.1","2.57720188339858"
"2580","passato","2005","102126","17","7.1","2.57720188339858"
"2581","arma","2005","102126","17","7.1","2.57720188339858"
"2582","azioni","2005","102126","17","7.1","2.57720188339858"
"2583","amore","1987","215141","22","7.6","2.57720717384404"
"2584","morte","1987","215141","22","7.6","2.57720717384404"
"2585","droga","1989","145567","11","7.2","2.57718072161676"
"2586","giovane","1998","140998","15","6.6","2.57718601206222"
"2587","compagnia","2008","43","4","6.2","2.57723362607132"
"2588","vita","2005","270132","54","7","2.57719659295313"
"2589","potere","2005","270132","54","7","2.57719659295313"
"2590","famoso","2001","137253","34","6.8","2.57720717384404"
"2591","storia","2001","137253","34","6.8","2.57720717384404"
"2592","paura","2001","137253","34","6.8","2.57720717384404"
"2593","vita","2008","67674","33","6","2.57718072161676"
"2594","vita","2001","219917","261","7.6","2.57721775473495"
"2595","azioni","2001","219917","261","7.6","2.57721775473495"
"2596","droga","2001","219917","261","7.6","2.57721775473495"
"2597","potere","2001","219917","261","7.6","2.57721775473495"
"2598","viaggi","2007","38337","13","7.3","2.57715955983494"
"2599","campagna","2007","38337","13","7.3","2.57715955983494"
"2600","battaglia","2008","725","20","6.6","2.57719130250767"
"2601","uomini","2008","725","20","6.6","2.57719130250767"
"2602","squadra","2008","725","20","6.6","2.57719130250767"
"2603","vita","2008","725","20","6.6","2.57719130250767"
"2604","omicidio","2003","142729","23","6.4","2.5772230451804"
"2605","eroe","2003","142729","23","6.4","2.5772230451804"
"2606","malvagio","2003","142729","23","6.4","2.5772230451804"
"2607","sconosciuto","2004","166238","43","6.6","2.57719130250767"
"2608","azioni","2004","166238","43","6.6","2.57719130250767"
"2609","famoso","1999","151321","52","6.7","2.57720188339858"
"2610","sesso","1999","151321","52","6.7","2.57720188339858"
"2611","eroe","2008","95255","58","6.8","2.57721775473495"
"2612","morte","2001","47383","11","4.9","2.57720717384404"
"2613","luce","2001","47383","11","4.9","2.57720717384404"
"2614","vita","2008","12971","31","6.4","2.57718072161676"
"2615","passato","2008","12971","31","6.4","2.57718072161676"
"2616","viaggi","2008","353444","30","7.9","2.57720717384404"
"2617","azienda","2007","21382","28","6.8","2.57719130250767"
"2618","compagnia","2007","21382","28","6.8","2.57719130250767"
"2619","storia","2004","1424","3","6.6","2.57719130250767"
"2620","azioni","2004","1424","3","6.6","2.57719130250767"
"2621","battaglia","2007","41490","13","7.3","2.57723362607132"
"2622","amore","2007","41490","13","7.3","2.57723362607132"
"2623","storia","2007","41490","13","7.3","2.57723362607132"
"2624","vita","2007","41490","13","7.3","2.57723362607132"
"2625","morte","2001","77472","10","7.1","2.57718072161676"
"2626","battaglia","2001","154068","37","6.9","2.57721775473495"
"2627","sconosciuto","2001","154068","37","6.9","2.57721775473495"
"2628","vita","2001","154068","37","6.9","2.57721775473495"
"2629","potere","2001","154068","37","6.9","2.57721775473495"
"2630","guerra","2000","232243","69","7.2","2.57722833562586"
"2631","vita","2000","232243","69","7.2","2.57722833562586"
"2632","passato","2000","232243","69","7.2","2.57722833562586"
"2633","giovane","2000","232243","69","7.2","2.57722833562586"
"2634","vita","2008","13999","31","7.3","2.57721246428949"
"2635","potere","2008","13999","31","7.3","2.57721246428949"
"2636","uomini","2007","73523","73","7.6","2.57721246428949"
"2637","universo","2008","153032","40","5.5","2.57720717384404"
"2638","viaggi","2008","153032","40","5.5","2.57720717384404"
"2639","storia","2009","209548","153","7.3","2.57720717384404"
"2640","eroe","2009","209548","153","7.3","2.57720717384404"
"2641","uomini","1982","196794","74","7.7","2.57718072161676"
"2642","guerra","1982","196794","74","7.7","2.57718072161676"
"2643","eroe","1982","196794","74","7.7","2.57718072161676"
"2644","futuro","2009","188924","59","5.8","2.5772230451804"
"2645","viaggi","2009","46786","20","6.7","2.5771754311713"
"2646","vita","2008","2411","18","6.2","2.57719659295313"
"2647","viaggi","2008","2411","18","6.2","2.57719659295313"
"2648","paura","2006","1612","8","7.4","2.57718601206222"
"2649","storia","2008","142967","43","7.2","2.57718601206222"
"2650","vita","2008","142967","43","7.2","2.57718601206222"
"2651","vita","2008","525680","194","7.8","2.57721775473495"
"2652","malattia","2008","112","18","5.7","2.57715955983494"
"2653","amore","2008","112","18","5.7","2.57715955983494"
"2654","mare","2008","112","18","5.7","2.57715955983494"
"2655","vita","2007","70731","23","5.9","2.5771754311713"
"2656","morte","2001","263104","61","5.9","2.57717014072585"
"2657","viaggi","2001","263104","61","5.9","2.57717014072585"
"2658","gang","2008","67171","24","5.7","2.57720188339858"
"2659","impresa","2008","67171","24","5.7","2.57720188339858"
"2660","vita","2008","67171","24","5.7","2.57720188339858"
"2661","mare","2008","67171","24","5.7","2.57720188339858"
"2662","giovane","2008","67171","24","5.7","2.57720188339858"
"2663","vita","2007","4394","2","7.7","2.57713189778319"
"2664","giovane","2007","4394","2","7.7","2.57713189778319"
"2665","potere","2002","314041","48","8.7","2.57718072161676"
"2666","barca","2005","85141","20","6","2.57718601206222"
"2667","guerra","2005","85141","20","6","2.57718601206222"
"2668","vita","2005","85141","20","6","2.57718601206222"
"2669","giovane","2005","85141","20","6","2.57718601206222"
"2670","amore","2002","128458","13","7.3","2.57714368849857"
"2671","vita","2002","128458","13","7.3","2.57714368849857"
"2672","universo","2002","128458","13","7.3","2.57714368849857"
"2673","viaggi","2002","128458","13","7.3","2.57714368849857"
"2674","ricco","1998","641254","94","8.1","2.5772230451804"
"2675","storia","2001","95605","26","7.6","2.57721775473495"
"2676","vita","2001","95605","26","7.6","2.57721775473495"
"2677","omicidio","2001","95605","26","7.6","2.57721775473495"
"2678","luce","2001","95605","26","7.6","2.57721775473495"
"2679","barca","2000","257637","30","7.8","2.57720717384404"
"2680","vita","2000","257637","30","7.8","2.57720717384404"
"2681","ricco","2003","84131","19","6.3","2.57716485028039"
"2682","storia","2007","81","5","6.2","2.57718601206222"
"2683","tratto da","2007","81","5","6.2","2.57718601206222"
"2684","vita","2003","3829","17","6.5","2.57715955983494"
"2685","amore","1999","1376","18","6.4","2.57720188339858"
"2686","vita","1999","1376","18","6.4","2.57720188339858"
"2687","vita","2003","112","12","5.7","2.57719659295313"
"2688","magia","2003","112","12","5.7","2.57719659295313"
"2689","viaggi","2003","112","12","5.7","2.57719659295313"
"2690","spazio","2007","80","8","5.1","2.57722833562586"
"2691","magia","2007","80","8","5.1","2.57722833562586"
"2692","vecchio","2007","80","8","5.1","2.57722833562586"
"2693","giovane","2007","80","8","5.1","2.57722833562586"
"2694","banda","1993","108438","16","6.4","2.57718601206222"
"2695","squadra","1993","108438","16","6.4","2.57718601206222"
"2696","malattia","2007","112","5","5.7","2.57715426938948"
"2697","uomini","2007","112","5","5.7","2.57715426938948"
"2698","donne","2007","112","5","5.7","2.57715426938948"
"2699","storia","2007","112","5","5.7","2.57715426938948"
"2700","guerra","2007","112","5","5.7","2.57715426938948"
"2701","vita","2007","112","5","5.7","2.57715426938948"
"2702","viaggi","2007","112","5","5.7","2.57715426938948"
"2703","futuro","2007","112","5","5.7","2.57715426938948"
"2704","paura","2007","3435","70","7","2.5772230451804"
"2705","amore","2003","371102","34","7.6","2.5772230451804"
"2706","giovane","2003","371102","34","7.6","2.5772230451804"
"2707","storia","2007","3418","4","7.7","2.57724949740768"
"2708","azioni","2007","3418","4","7.7","2.57724949740768"
"2709","epica","2007","3418","4","7.7","2.57724949740768"
"2710","vita","2007","10194","7","6","2.57712252671675"
"2711","moderno","2007","10194","7","6","2.57712252671675"
"2712","passato","2008","3453","11","5.8","2.57722833562586"
"2713","giovane","2008","3453","11","5.8","2.57722833562586"
"2714","vita","2008","25221","27","5.7","2.57713839805312"
"2715","azioni","2008","25221","27","5.7","2.57713839805312"
"2716","spazio","1996","484320","31","7","2.57720188339858"
"2717","giovane","1996","484320","31","7","2.57720188339858"
"2718","paura","1995","762990","65","8.3","2.57724420696223"
"2719","mare","1995","762990","65","8.3","2.57724420696223"
"2720","vita","2008","11738","12","6.5","2.57719659295313"
"2721","vampiri","2006","5004","7","5.5","2.5771754311713"
"2722","vampiro","2006","5004","7","5.5","2.5771754311713"
"2723","vita","2008","9226","15","6","2.57717014072585"
"2724","morte","2008","9226","15","6","2.57717014072585"
"2725","vita","2007","927","5","6.3","2.57715426938948"
"2726","eroe","2007","927","5","6.3","2.57715426938948"
"2727","barca","2001","41398","29","7.5","2.57721775473495"
"2728","vita","2001","41398","29","7.5","2.57721775473495"
"2729","viaggi","2001","41398","29","7.5","2.57721775473495"
"2730","mare","2001","41398","29","7.5","2.57721775473495"
"2731","uomini","2002","4289","11","7","2.57720188339858"
"2732","donne","2002","4289","11","7","2.57720188339858"
"2733","vita","2002","4289","11","7","2.57720188339858"
"2734","mare","2002","4289","11","7","2.57720188339858"
"2735","giovane","2002","4289","11","7","2.57720188339858"
"2736","morte","1999","112","27","5.7","2.57719130250767"
"2737","passato","1999","112","27","5.7","2.57719130250767"
"2738","vita","2002","196661","18","7.2","2.57721775473495"
"2739","danza","2002","196661","18","7.2","2.57721775473495"
"2740","amore","1998","197253","39","7.1","2.57721775473495"
"2741","vita","1998","197253","39","7.1","2.57721775473495"
"2742","giovane","1998","197253","39","7.1","2.57721775473495"
"2743","vita","2003","380383","71","8","2.5772230451804"
"2744","omicidio","2003","380383","71","8","2.5772230451804"
"2745","giovane","2008","1927","24","5.7","2.57721246428949"
"2746","guerra","2002","616338","96","8.5","2.5772230451804"
"2747","azioni","2002","616338","96","8.5","2.5772230451804"
"2748","giovane","2002","616338","96","8.5","2.5772230451804"
"2749","treno","2007","12129","28","5.6","2.57720188339858"
"2750","vita","2007","12129","28","5.6","2.57720188339858"
"2751","malvagio","2008","64718","19","5.9","2.57716485028039"
"2752","ricco","2007","504","12","6.9","2.57720188339858"
"2753","vita","2009","7925","51","5.9","2.57717014072585"
"2754","azioni","2007","15125","27","4.7","2.57719659295313"
"2755","macchine","2009","314608","201","6.6","2.57712252671675"
"2756","amore","2002","12815","8","6.7","2.5771754311713"
"2757","storia","2002","12815","8","6.7","2.5771754311713"
"2758","vita","2002","12815","8","6.7","2.5771754311713"
"2759","futuro","2002","12815","8","6.7","2.5771754311713"
"2760","arma","2002","12815","8","6.7","2.5771754311713"
"2761","sport","2007","19956","10","6.3","2.57720717384404"
"2762","vita","2002","40903","8","6.4","2.57719659295313"
"2763","compagnia","2002","40903","8","6.4","2.57719659295313"
"2764","football","1999","105205","25","6.9","2.57720717384404"
"2765","vita","1999","105205","25","6.9","2.57720717384404"
"2766","universo","1999","105205","25","6.9","2.57720717384404"
"2767","sport","1999","105205","25","6.9","2.57720717384404"
"2768","azioni","1999","105205","25","6.9","2.57720717384404"
"2769","epica","1999","105205","25","6.9","2.57720717384404"
"2770","vita","2004","51366","14","6.5","2.57720188339858"
"2771","danza","2004","51366","14","6.5","2.57720188339858"
"2772","azioni","2004","51366","14","6.5","2.57720188339858"
"2773","viaggi","1980","2593","32","7.4","2.5771754311713"
"2774","buono","1980","2593","32","7.4","2.5771754311713"
"2775","sesso","2000","418104","33","7.6","2.57720188339858"
"2776","vita","1999","164976","16","6.8","2.57718601206222"
"2777","danza","1999","164976","16","6.8","2.57718601206222"
"2778","vita","1998","112750","17","7.5","2.57721246428949"
"2779","giovane","2002","93455","17","6.2","2.5772230451804"
"2780","vita","2007","112","20","5.7","2.5772230451804"
"2781","luce","2007","112","20","5.7","2.5772230451804"
"2782","vita","2002","71919","47","6.7","2.57718072161676"
"2783","giovane","2002","71919","47","6.7","2.57718072161676"
"2784","donne","1998","33","19","4.4","2.57720188339858"
"2785","amore","1998","33","19","4.4","2.57720188339858"
"2786","West","1998","33","19","4.4","2.57720188339858"
"2787","morte","1998","33","19","4.4","2.57720188339858"
"2788","magia","1998","33","19","4.4","2.57720188339858"
"2789","vita","2001","111392","13","6.8","2.57714897894403"
"2790","danza","2001","111392","13","6.8","2.57714897894403"
"2791","vecchio","2001","111392","13","6.8","2.57714897894403"
"2792","felicità","2003","5979","9","6.4","2.57720717384404"
"2793","ballo","2003","5979","9","6.4","2.57720717384404"
"2794","danza","2003","5979","9","6.4","2.57720717384404"
"2795","compagnia","2003","5979","9","6.4","2.57720717384404"
"2796","barca","2003","47311","16","5.7","2.57719130250767"
"2797","vita","2003","47311","16","5.7","2.57719130250767"
"2798","azioni","2003","47311","16","5.7","2.57719130250767"
"2799","vita","2008","22838","14","5.2","2.57720188339858"
"2800","danza","2008","22838","14","5.2","2.57720188339858"
"2801","vita","1993","41021","7","6.6","2.5772230451804"
"2802","banda","2007","12040","3","7.6","2.5772230451804"
"2803","vita","2008","35","15","4.6","2.57720188339858"
"2804","vita","2000","22852","12","5.6","2.5771754311713"
"2805","azioni","2000","22852","12","5.6","2.5771754311713"
"2806","storia","1968","164896","25","8","2.5772230451804"
"2807","vita","1968","164896","25","8","2.5772230451804"
"2808","West","1989","75038","3","7.3","2.57717014072585"
"2809","amore","2005","97142","29","6","2.57721246428949"
"2810","danza","2008","1036","12","6.8","2.5772230451804"
"2811","azioni","2008","1036","12","6.8","2.5772230451804"
"2812","giovane","2008","1036","12","6.8","2.5772230451804"
"2813","azioni","2008","48255","19","5.4","2.57722833562586"
"2814","giovane","2008","48255","19","5.4","2.57722833562586"
"2815","squadra","2008","73337","19","5.8","2.57718601206222"
"2816","futuro","2008","16812","16","4.1","2.57713839805312"
"2817","mare","2008","16812","16","4.1","2.57713839805312"
"2818","zombie","2008","16812","16","4.1","2.57713839805312"
"2819","morti","2008","16812","16","4.1","2.57713839805312"
"2820","storia","2001","66922","22","6.3","2.57721246428949"
"2821","tratto da","2001","66922","22","6.3","2.57721246428949"
"2822","uomini","1972","77691","4","6.6","2.57719659295313"
"2823","banda","1972","77691","4","6.6","2.57719659295313"
"2824","campagna","1972","77691","4","6.6","2.57719659295313"
"2825","banda","2008","163818","27","7.3","2.57721775473495"
"2826","vita","2008","163818","27","7.3","2.57721775473495"
"2827","banca","2008","163818","27","7.3","2.57721775473495"
"2828","macchine","2008","163818","27","7.3","2.57721775473495"
"2829","banda","2007","11701","7","6.9","2.57717014072585"
"2830","vita","2007","11701","7","6.9","2.57717014072585"
"2831","amore","2004","275","3","4.5","2.57713839805312"
"2832","giovane","2004","275","3","4.5","2.57713839805312"
"2833","danza","2008","5287","5","6.2","2.57719659295313"
"2834","vita","2007","189","19","5.4","2.57721246428949"
"2835","giovane","2007","189","19","5.4","2.57721246428949"
"2836","squadra","2008","5772","98","6.5","2.57716485028039"
"2837","West","2008","5772","98","6.5","2.57716485028039"
"2838","epica","2008","5772","98","6.5","2.57716485028039"
"2839","giovane","2008","205","12","6.2","2.57717014072585"
"2840","barca","2008","305","37","4.3","2.57721775473495"
"2841","famoso","2008","305","37","4.3","2.57721775473495"
"2842","vita","2008","305","37","4.3","2.57721775473495"
"2843","passato","2008","305","37","4.3","2.57721775473495"
"2844","danza","2008","305","37","4.3","2.57721775473495"
"2845","compagnia","2008","305","37","4.3","2.57721775473495"
"2846","vecchio","2008","305","37","4.3","2.57721775473495"
"2847","ombra","2008","305","37","4.3","2.57721775473495"
"2848","cowboy","2003","62302","36","7.3","2.57721775473495"
"2849","vita","2003","62302","36","7.3","2.57721775473495"
"2850","giovane","2003","62302","36","7.3","2.57721775473495"
"2851","sport","1955","3068","7","7.2","2.5772230451804"
"2852","droga","1955","3068","7","7.2","2.5772230451804"
"2853","ballo","1987","168423","52","6.9","2.57721775473495"
"2854","vita","2007","112","57","5.7","2.57719130250767"
"2855","azioni","2007","112","57","5.7","2.57719130250767"
"2856","uomini","2008","382931","205","7.6","2.57719659295313"
"2857","squadra","2008","382931","205","7.6","2.57719659295313"
"2858","guerra","2008","382931","205","7.6","2.57719659295313"
"2859","mare","2008","382931","205","7.6","2.57719659295313"
"2860","arma","2008","382931","205","7.6","2.57719659295313"
"2861","droga","2008","382931","205","7.6","2.57719659295313"
"2862","viaggi","2008","14417","21","4.3","2.57720188339858"
"2863","viaggi","1995","1858","23","6.5","2.57718072161676"
"2864","storia","1999","113970","13","6.5","2.57721775473495"
"2865","vita","1999","113970","13","6.5","2.57721775473495"
"2866","giovane","1999","113970","13","6.5","2.57721775473495"
"2867","ballo","2008","31085","17","3.9","2.57716485028039"
"2868","arma","2008","31085","17","3.9","2.57716485028039"
"2869","donne","2008","344876","68","7","2.57723362607132"
"2870","guerra","2008","344876","68","7","2.57723362607132"
"2871","gang","2008","286420","44","7","2.5772230451804"
"2872","vita","2008","286420","44","7","2.5772230451804"
"2873","omicidio","2008","286420","44","7","2.5772230451804"
"2874","droga","2008","286420","44","7","2.5772230451804"
"2875","calcio","2007","3827","52","6.2","2.57720188339858"
"2876","squadra","2007","3827","52","6.2","2.57720188339858"
"2877","vita","2007","3827","52","6.2","2.57720188339858"
"2878","vita","2008","58511","58","4.5","2.57718072161676"
"2879","eroe","2008","58511","58","4.5","2.57718072161676"
"2880","potere","2008","58511","58","4.5","2.57718072161676"
"2881","omicidio","2008","29148","7","6","2.57723891651677"
"2882","vita","2008","293013","34","7","2.57716485028039"
"2883","azioni","2008","293013","34","7","2.57716485028039"
"2884","compagnia","2008","293013","34","7","2.57716485028039"
"2885","giovane","2008","293013","34","7","2.57716485028039"
"2886","amore","2007","101","9","5.3","2.57719659295313"
"2887","danza","2007","101","9","5.3","2.57719659295313"
"2888","amare","1999","152648","30","8","2.5772230451804"
"2889","sconosciuto","1999","152648","30","8","2.5772230451804"
"2890","storia","1999","152648","30","8","2.5772230451804"
"2891","guerra","1999","152648","30","8","2.5772230451804"
"2892","mare","1999","152648","30","8","2.5772230451804"
"2893","potere","1999","152648","30","8","2.5772230451804"
"2894","giovane","1963","150819","26","7.7","2.57719659295313"
"2895","vita","1980","18289","9","6.6","2.57718601206222"
"2896","azioni","1980","18289","9","6.6","2.57718601206222"
"2897","vittoria","2008","21659","1","6.2","2.57720717384404"
"2898","morte","2008","21659","1","6.2","2.57720717384404"
"2899","vita","2008","377","9","5.6","2.57719130250767"
"2900","montagna","2008","377","9","5.6","2.57719130250767"
"2901","morte","2007","11738","1","7","2.57726007829859"
"2902","football","2008","89234","207","6.6","2.57723891651677"
"2903","sport","2008","89234","207","6.6","2.57723891651677"
"2904","vita","2003","365728","32","7.8","2.57720717384404"
"2905","giovane","2003","365728","32","7.8","2.57720717384404"
"2906","vita","1999","13907","1","5.9","2.57710136493493"
"2907","danza","1999","13907","1","5.9","2.57710136493493"
"2908","vita","2004","117870","41","8.6","2.57721246428949"
"2909","morte","2004","117870","41","8.6","2.57721246428949"
"2910","amore","2001","287380","106","6.1","2.57723362607132"
"2911","storia","2001","287380","106","6.1","2.57723362607132"
"2912","guerra","2001","287380","106","6.1","2.57723362607132"
"2913","arma","2001","287380","106","6.1","2.57723362607132"
"2914","danza","1997","32578","7","6.8","2.57720188339858"
"2915","uomini","2008","35812","25","6.1","2.57718601206222"
"2916","donne","2008","35812","25","6.1","2.57718601206222"
"2917","vita","2008","35812","25","6.1","2.57718601206222"
"2918","azienda","2008","35812","25","6.1","2.57718601206222"
"2919","omicidio","1999","214143","17","7.8","2.57721775473495"
"2920","innamorato","1966","27307","9","7.9","2.57719130250767"
"2921","vittoria","2010","96421","432","5.8","2.57720717384404"
"2922","amore","2010","96421","432","5.8","2.57720717384404"
"2923","danza","2010","96421","432","5.8","2.57720717384404"
"2924","barca","1999","150456","22","7.1","2.57720188339858"
"2925","guerra","1999","150456","22","7.1","2.57720188339858"
"2926","viaggi","1999","150456","22","7.1","2.57720188339858"
"2927","vita","2008","20060","98","8.7","2.57719130250767"
"2928","morte","2008","20060","98","8.7","2.57719130250767"
"2929","viaggi","2008","20060","98","8.7","2.57719130250767"
"2930","potere","2008","20060","98","8.7","2.57719130250767"
"2931","viaggi","2008","320","25","6.2","2.57718601206222"
"2932","viaggi","2002","37101","28","7.6","2.57721246428949"
"2933","vita","1997","2606","17","7.3","2.57718601206222"
"2934","morte","1997","2606","17","7.3","2.57718601206222"
"2935","vita","1998","359","15","6.6","2.57717014072585"
"2936","vita","2000","11721","2","6.6","2.57723362607132"
"2937","azioni","2000","11721","2","6.6","2.57723362607132"
"2938","giovane","2000","11721","2","6.6","2.57723362607132"
"2939","droga","2000","11721","2","6.6","2.57723362607132"
"2940","storia","2004","29460","2","6.5","2.57715426938948"
"2941","vita","2008","15208","10","5","2.57715426938948"
"2942","vampiro","2008","15208","10","5","2.57715426938948"
"2943","battaglia","2000","71361","10","6.6","2.57720717384404"
"2944","guerra","2000","71361","10","6.6","2.57720717384404"
"2945","mare","2000","71361","10","6.6","2.57720717384404"
"2946","azioni","2007","9630","8","5.7","2.57723362607132"
"2947","donne","2001","12540","6","5.6","2.57719659295313"
"2948","storia","2001","12540","6","5.6","2.57719659295313"
"2949","guerra","2008","95553","12","6.6","2.57717014072585"
"2950","guerriero","2008","95553","12","6.6","2.57717014072585"
"2951","sport","2008","95553","12","6.6","2.57717014072585"
"2952","giovane","2000","101346","11","8.1","2.57721246428949"
"2953","vita","2004","143587","25","6.1","2.57719659295313"
"2954","futuro","2007","39","1","6.4","2.57726007829859"
"2955","azioni","2004","6999","4","8.2","2.57718072161676"
"2956","amore","2001","30544","13","6.8","2.57719659295313"
"2957","storia","2001","30544","13","6.8","2.57719659295313"
"2958","vita","2001","30544","13","6.8","2.57719659295313"
"2959","West","2000","39455","23","6","2.57721775473495"
"2960","vita","2000","39455","23","6","2.57721775473495"
"2961","danza","2000","39455","23","6","2.57721775473495"
"2962","tratto da","2000","39455","23","6","2.57721775473495"
"2963","vita","2005","144505","18","7.1","2.57720188339858"
"2964","uomini","1999","971562","137","8.5","2.5772230451804"
"2965","colpevole","1999","971562","137","8.5","2.5772230451804"
"2966","paura","1999","971562","137","8.5","2.5772230451804"
"2967","morte","1999","971562","137","8.5","2.5772230451804"
"2968","omicidio","1999","971562","137","8.5","2.5772230451804"
"2969","vecchio","1999","971562","137","8.5","2.5772230451804"
"2970","uomini","2002","50891","21","5.1","2.5771754311713"
"2971","viaggi","2002","50891","21","5.1","2.5771754311713"
"2972","compagnia","2002","50891","21","5.1","2.5771754311713"
"2973","luce","2004","208726","27","6.7","2.5772230451804"
"2974","storia","2000","230778","17","7.9","2.57723891651677"
"2975","potere","1998","15","4","5.9","2.5771278171622"
"2976","futuro","2008","51328","81","4.7","2.57722833562586"
"2977","vecchio","2008","175674","75","6.7","2.57720717384404"
"2978","uomini","2008","95880","18","7.7","2.5772230451804"
"2979","storia","2008","95880","18","7.7","2.5772230451804"
"2980","vita","1997","306323","34","7.8","2.57721775473495"
"2981","ricco","1997","306323","34","7.8","2.57721775473495"
"2982","amore","2009","196248","165","7","2.5772230451804"
"2983","giovane","2007","112","13","5.7","2.57716485028039"
"2984","luce","2007","112","13","5.7","2.57716485028039"
"2985","uomini","2006","27221","15","6.7","2.57720188339858"
"2986","guerra","2006","27221","15","6.7","2.57720188339858"
"2987","viaggi","2006","27221","15","6.7","2.57720188339858"
"2988","passato","2006","27221","15","6.7","2.57720188339858"
"2989","storia","2008","112","57","5.7","2.57718072161676"
"2990","vita","2008","112","57","5.7","2.57718072161676"
"2991","storia","2008","917","25","5.6","2.57720188339858"
"2992","vita","2008","917","25","5.6","2.57720188339858"
"2993","amore","2008","384470","832","5.2","2.57723362607132"
"2994","storia","2008","384470","832","5.2","2.57723362607132"
"2995","vita","2008","384470","832","5.2","2.57723362607132"
"2996","mare","2008","384470","832","5.2","2.57723362607132"
"2997","montagna","2008","384470","832","5.2","2.57723362607132"
"2998","vampiri","2008","384470","832","5.2","2.57723362607132"
"2999","vita","2007","4429","5","5.1","2.57716485028039"
"3000","passato","2008","77","10","6.1","2.57723891651677"
"3001","azioni","2008","77","10","6.1","2.57723891651677"
"3002","vita","2008","175","17","4.1","2.57718601206222"
"3003","amore","2008","242997","19","7.2","2.57720188339858"
"3004","storia","2008","242997","19","7.2","2.57720188339858"
"3005","vita","2008","242997","19","7.2","2.57720188339858"
"3006","danza","2008","242997","19","7.2","2.57720188339858"
"3007","vita","2007","6780","6","6.4","2.57719659295313"
"3008","giovane","2007","6780","6","6.4","2.57719659295313"
"3009","viaggi","2008","35263","27","5","2.57721246428949"
"3010","barca","2007","2250","7","6.9","2.57723891651677"
"3011","viaggi","2007","2250","7","6.9","2.57723891651677"
"3012","giovane","2008","52156","80","5.4","2.57718072161676"
"3013","morte","2008","184270","121","6.4","2.57722833562586"
"3014","omicidio","2008","184270","121","6.4","2.57722833562586"
"3015","futuro","2008","184270","121","6.4","2.57722833562586"
"3016","sport","2008","184270","121","6.4","2.57722833562586"
"3017","mercato","2008","215923","39","7.3","2.57718601206222"
"3018","droga","2008","215923","39","7.3","2.57718601206222"
"3019","mafia","2008","116163","45","5.4","2.57719659295313"
"3020","omicidio","2008","116163","45","5.4","2.57719659295313"
"3021","droga","2008","116163","45","5.4","2.57719659295313"
"3022","morti","2007","10906","23","4.9","2.57718072161676"
"3023","donne","2008","69445","32","7.5","2.57719130250767"
"3024","vita","2008","69445","32","7.5","2.57719130250767"
"3025","viaggi","2008","69445","32","7.5","2.57719130250767"
"3026","morte","2008","114127","5","5.7","2.57715426938948"
"3027","amore","2008","2544","11","6.3","2.57715426938948"
"3028","storia","2008","2544","11","6.3","2.57715426938948"
"3029","vita","2008","2544","11","6.3","2.57715426938948"
"3030","amore","2008","223323","48","7.1","2.57720188339858"
"3031","danza","2008","223323","48","7.1","2.57720188339858"
"3032","storia","2008","112","41","5.7","2.57721775473495"
"3033","vita","2007","29229","7","7","2.57724420696223"
"3034","ispirato a","2007","29229","7","7","2.57724420696223"
"3035","amare","2007","21343","14","4.5","2.57715955983494"
"3036","vita","2007","21343","14","4.5","2.57715955983494"
"3037","viaggi","2007","21343","14","4.5","2.57715955983494"
"3038","mare","2007","21343","14","4.5","2.57715955983494"
"3039","eroe","2007","21343","14","4.5","2.57715955983494"
"3040","vita","2008","112","33","5.7","2.57719130250767"
"3041","azioni","2008","112","33","5.7","2.57719130250767"
"3042","potere","2008","112","33","5.7","2.57719130250767"
"3043","innamorato","2008","33160","18","7","2.57715955983494"
"3044","amore","2006","22","2","6.2","2.57713189778319"
"3045","amare","2006","22","2","6.2","2.57713189778319"
"3046","storia","2006","22","2","6.2","2.57713189778319"
"3047","mare","2006","22","2","6.2","2.57713189778319"
"3048","azioni","2006","22","2","6.2","2.57713189778319"
"3049","giovane","2008","7701","6","7.2","2.57719130250767"
"3050","droga","2008","7701","6","7.2","2.57719130250767"
"3051","vita","2006","7125","15","5.6","2.57717014072585"
"3052","futuro","2007","1118","4","5.8","2.57714368849857"
"3053","azioni","2007","1118","4","5.8","2.57714368849857"
"3054","amore","2005","94652","16","6.2","2.57717014072585"
"3055","innamorato","2005","94652","16","6.2","2.57717014072585"
